method,score,calls
cross-encoder,-10.95301342010498,1
cross-encoder,-10.9525785446167,1
cross-encoder,-10.951156616210938,1
cross-encoder,-10.951128005981445,1
cross-encoder,-10.950933456420898,1
cross-encoder,-10.950748443603516,1
cross-encoder,-10.950668334960938,1
cross-encoder,-10.95058822631836,1
cross-encoder,-10.950511932373047,2
cross-encoder,-10.950390815734863,1
cross-encoder,-10.950276374816895,1
cross-encoder,-10.949440002441406,1
cross-encoder,-10.948607444763184,1
cross-encoder,-10.948434829711914,1
cross-encoder,-10.948055267333984,1
cross-encoder,-10.947635650634766,1
cross-encoder,-10.946992874145508,1
cross-encoder,-10.94677448272705,1
cross-encoder,-10.946039199829102,1
cross-encoder,-10.945940017700195,1
cross-encoder,-10.945625305175781,1
cross-encoder,-10.943899154663086,1
cross-encoder,-10.943775177001953,1
cross-encoder,-10.941593170166016,1
cross-encoder,-10.940902709960938,1
cross-encoder,-10.940694808959961,1
cross-encoder,-10.940208435058594,1
cross-encoder,-10.939370155334473,1
cross-encoder,-10.939245223999023,1
cross-encoder,-10.939083099365234,1
cross-encoder,-10.938076972961426,1
cross-encoder,-10.937381744384766,1
cross-encoder,-10.936759948730469,1
cross-encoder,-10.936529159545898,1
cross-encoder,-10.935874938964844,1
cross-encoder,-10.935344696044922,1
cross-encoder,-10.935251235961914,1
cross-encoder,-10.933849334716797,1
cross-encoder,-10.933783531188965,1
cross-encoder,-10.932958602905273,1
cross-encoder,-10.93284797668457,1
cross-encoder,-10.932682037353516,1
cross-encoder,-10.93159008026123,1
cross-encoder,-10.931474685668945,1
cross-encoder,-10.931303024291992,1
cross-encoder,-10.930645942687988,1
cross-encoder,-10.930214881896973,1
cross-encoder,-10.929981231689453,1
cross-encoder,-10.929964065551758,1
cross-encoder,-10.92937183380127,1
cross-encoder,-10.928682327270508,1
cross-encoder,-10.928045272827148,1
cross-encoder,-10.927105903625488,1
cross-encoder,-10.926965713500977,1
cross-encoder,-10.925393104553223,1
cross-encoder,-10.925374984741211,1
cross-encoder,-10.925366401672363,1
cross-encoder,-10.925024032592773,1
cross-encoder,-10.92498779296875,1
cross-encoder,-10.924833297729492,1
cross-encoder,-10.924747467041016,1
cross-encoder,-10.924671173095703,1
cross-encoder,-10.92440128326416,1
cross-encoder,-10.924213409423828,1
cross-encoder,-10.92387580871582,1
cross-encoder,-10.923784255981445,1
cross-encoder,-10.923782348632812,1
cross-encoder,-10.923686981201172,1
cross-encoder,-10.922340393066406,1
cross-encoder,-10.922330856323242,1
cross-encoder,-10.921651840209961,1
cross-encoder,-10.921445846557617,1
cross-encoder,-10.921351432800293,1
cross-encoder,-10.921130180358887,1
cross-encoder,-10.919452667236328,1
cross-encoder,-10.919008255004883,1
cross-encoder,-10.91882610321045,1
cross-encoder,-10.918548583984375,1
cross-encoder,-10.91788101196289,1
cross-encoder,-10.916680335998535,1
cross-encoder,-10.916146278381348,1
cross-encoder,-10.915726661682129,1
cross-encoder,-10.91552734375,1
cross-encoder,-10.915277481079102,1
cross-encoder,-10.91517448425293,1
cross-encoder,-10.914907455444336,1
cross-encoder,-10.914556503295898,1
cross-encoder,-10.914012908935547,1
cross-encoder,-10.913505554199219,1
cross-encoder,-10.913369178771973,1
cross-encoder,-10.911931037902832,1
cross-encoder,-10.91186237335205,1
cross-encoder,-10.91171932220459,1
cross-encoder,-10.910491943359375,1
cross-encoder,-10.90965461730957,1
cross-encoder,-10.909095764160156,1
cross-encoder,-10.908378601074219,1
cross-encoder,-10.908188819885254,1
cross-encoder,-10.908170700073242,1
cross-encoder,-10.907711029052734,1
cross-encoder,-10.906787872314453,1
cross-encoder,-10.906558990478516,1
cross-encoder,-10.906234741210938,1
cross-encoder,-10.90622329711914,1
cross-encoder,-10.905914306640625,1
cross-encoder,-10.905281066894531,1
cross-encoder,-10.905036926269531,1
cross-encoder,-10.904814720153809,1
cross-encoder,-10.90474796295166,1
cross-encoder,-10.904646873474121,1
cross-encoder,-10.903934478759766,1
cross-encoder,-10.903873443603516,1
cross-encoder,-10.903412818908691,1
cross-encoder,-10.903203964233398,1
cross-encoder,-10.903074264526367,1
cross-encoder,-10.901212692260742,1
cross-encoder,-10.899980545043945,1
cross-encoder,-10.899909973144531,1
cross-encoder,-10.899795532226562,1
cross-encoder,-10.89919376373291,1
cross-encoder,-10.89918041229248,1
cross-encoder,-10.898412704467773,1
cross-encoder,-10.897705078125,1
cross-encoder,-10.897509574890137,1
cross-encoder,-10.897466659545898,1
cross-encoder,-10.8973388671875,1
cross-encoder,-10.897102355957031,1
cross-encoder,-10.896276473999023,1
cross-encoder,-10.895572662353516,1
cross-encoder,-10.895309448242188,1
cross-encoder,-10.89430046081543,1
cross-encoder,-10.892974853515625,1
cross-encoder,-10.892902374267578,1
cross-encoder,-10.891223907470703,1
cross-encoder,-10.890835762023926,1
cross-encoder,-10.89031982421875,1
cross-encoder,-10.890316009521484,1
cross-encoder,-10.890035629272461,1
cross-encoder,-10.889474868774414,1
cross-encoder,-10.889463424682617,1
cross-encoder,-10.889387130737305,1
cross-encoder,-10.888562202453613,1
cross-encoder,-10.88723373413086,1
cross-encoder,-10.886652946472168,1
cross-encoder,-10.885950088500977,1
cross-encoder,-10.885795593261719,1
cross-encoder,-10.88569450378418,1
cross-encoder,-10.885560989379883,1
cross-encoder,-10.884443283081055,1
cross-encoder,-10.884012222290039,1
cross-encoder,-10.883817672729492,1
cross-encoder,-10.883805274963379,1
cross-encoder,-10.883688926696777,1
cross-encoder,-10.88331127166748,1
cross-encoder,-10.883281707763672,1
cross-encoder,-10.883204460144043,1
cross-encoder,-10.880576133728027,1
cross-encoder,-10.879701614379883,1
cross-encoder,-10.878483772277832,1
cross-encoder,-10.87790298461914,1
cross-encoder,-10.877731323242188,1
cross-encoder,-10.877617835998535,1
cross-encoder,-10.876565933227539,1
cross-encoder,-10.875850677490234,1
cross-encoder,-10.875701904296875,1
cross-encoder,-10.875481605529785,1
cross-encoder,-10.875310897827148,1
cross-encoder,-10.875215530395508,1
cross-encoder,-10.874889373779297,1
cross-encoder,-10.87322998046875,1
cross-encoder,-10.87277889251709,1
cross-encoder,-10.872386932373047,1
cross-encoder,-10.872175216674805,1
cross-encoder,-10.871603012084961,1
cross-encoder,-10.870914459228516,1
cross-encoder,-10.870534896850586,1
cross-encoder,-10.870397567749023,1
cross-encoder,-10.868907928466797,1
cross-encoder,-10.868858337402344,1
cross-encoder,-10.868666648864746,1
cross-encoder,-10.868443489074707,1
cross-encoder,-10.868021011352539,1
cross-encoder,-10.867782592773438,1
cross-encoder,-10.867405891418457,1
cross-encoder,-10.866975784301758,1
cross-encoder,-10.866909980773926,1
cross-encoder,-10.866289138793945,1
cross-encoder,-10.866000175476074,1
cross-encoder,-10.865562438964844,1
cross-encoder,-10.865364074707031,1
cross-encoder,-10.864089012145996,1
cross-encoder,-10.863714218139648,1
cross-encoder,-10.863675117492676,1
cross-encoder,-10.86290454864502,1
cross-encoder,-10.862458229064941,1
cross-encoder,-10.861774444580078,1
cross-encoder,-10.861235618591309,1
cross-encoder,-10.860445022583008,1
cross-encoder,-10.857858657836914,1
cross-encoder,-10.857415199279785,1
cross-encoder,-10.857243537902832,1
cross-encoder,-10.857010841369629,1
cross-encoder,-10.856147766113281,1
cross-encoder,-10.855926513671875,1
cross-encoder,-10.85578727722168,1
cross-encoder,-10.855225563049316,1
cross-encoder,-10.855152130126953,1
cross-encoder,-10.854476928710938,1
cross-encoder,-10.854342460632324,1
cross-encoder,-10.852900505065918,1
cross-encoder,-10.852831840515137,1
cross-encoder,-10.852825164794922,1
cross-encoder,-10.852254867553711,1
cross-encoder,-10.852161407470703,1
cross-encoder,-10.852010726928711,1
cross-encoder,-10.85193157196045,1
cross-encoder,-10.851446151733398,1
cross-encoder,-10.850712776184082,1
cross-encoder,-10.850707054138184,1
cross-encoder,-10.850085258483887,1
cross-encoder,-10.850028991699219,1
cross-encoder,-10.849809646606445,1
cross-encoder,-10.849691390991211,1
cross-encoder,-10.849346160888672,1
cross-encoder,-10.848919868469238,1
cross-encoder,-10.847936630249023,1
cross-encoder,-10.847599983215332,1
cross-encoder,-10.847436904907227,1
cross-encoder,-10.847269058227539,1
cross-encoder,-10.84710693359375,1
cross-encoder,-10.846343994140625,1
cross-encoder,-10.845865249633789,1
cross-encoder,-10.845426559448242,1
cross-encoder,-10.844910621643066,1
cross-encoder,-10.844890594482422,1
cross-encoder,-10.844167709350586,1
cross-encoder,-10.843568801879883,1
cross-encoder,-10.843257904052734,1
cross-encoder,-10.842855453491211,1
cross-encoder,-10.842779159545898,1
cross-encoder,-10.842329025268555,1
cross-encoder,-10.841728210449219,1
cross-encoder,-10.841236114501953,1
cross-encoder,-10.840738296508789,1
cross-encoder,-10.840635299682617,1
cross-encoder,-10.84029483795166,1
cross-encoder,-10.840258598327637,1
cross-encoder,-10.840044021606445,1
cross-encoder,-10.8394193649292,1
cross-encoder,-10.839285850524902,1
cross-encoder,-10.838432312011719,1
cross-encoder,-10.838067054748535,1
cross-encoder,-10.837472915649414,1
cross-encoder,-10.83726978302002,1
cross-encoder,-10.83644962310791,1
cross-encoder,-10.835807800292969,1
cross-encoder,-10.834962844848633,1
cross-encoder,-10.834641456604004,1
cross-encoder,-10.834027290344238,1
cross-encoder,-10.833903312683105,1
cross-encoder,-10.833198547363281,1
cross-encoder,-10.833179473876953,1
cross-encoder,-10.833017349243164,1
cross-encoder,-10.832728385925293,1
cross-encoder,-10.832576751708984,1
cross-encoder,-10.832206726074219,1
cross-encoder,-10.831514358520508,1
cross-encoder,-10.831398010253906,1
cross-encoder,-10.830638885498047,1
cross-encoder,-10.830134391784668,1
cross-encoder,-10.829830169677734,1
cross-encoder,-10.829139709472656,1
cross-encoder,-10.829071044921875,1
cross-encoder,-10.828214645385742,1
cross-encoder,-10.827675819396973,1
cross-encoder,-10.826963424682617,1
cross-encoder,-10.826448440551758,1
cross-encoder,-10.825200080871582,1
cross-encoder,-10.824331283569336,1
cross-encoder,-10.824207305908203,1
cross-encoder,-10.823834419250488,1
cross-encoder,-10.822868347167969,1
cross-encoder,-10.82270622253418,1
cross-encoder,-10.822444915771484,1
cross-encoder,-10.822029113769531,1
cross-encoder,-10.821685791015625,1
cross-encoder,-10.821374893188477,1
cross-encoder,-10.82093620300293,1
cross-encoder,-10.820531845092773,1
cross-encoder,-10.819478988647461,1
cross-encoder,-10.819135665893555,1
cross-encoder,-10.819063186645508,1
cross-encoder,-10.818964004516602,1
cross-encoder,-10.818320274353027,1
cross-encoder,-10.817794799804688,1
cross-encoder,-10.817763328552246,1
cross-encoder,-10.817703247070312,1
cross-encoder,-10.817575454711914,1
cross-encoder,-10.817549705505371,1
cross-encoder,-10.817451477050781,1
cross-encoder,-10.817371368408203,1
cross-encoder,-10.816722869873047,1
cross-encoder,-10.816377639770508,1
cross-encoder,-10.816367149353027,1
cross-encoder,-10.815996170043945,1
cross-encoder,-10.81570816040039,1
cross-encoder,-10.814472198486328,1
cross-encoder,-10.814386367797852,1
cross-encoder,-10.814094543457031,1
cross-encoder,-10.81381607055664,1
cross-encoder,-10.813362121582031,1
cross-encoder,-10.812875747680664,1
cross-encoder,-10.81274127960205,1
cross-encoder,-10.812553405761719,1
cross-encoder,-10.811995506286621,1
cross-encoder,-10.811890602111816,1
cross-encoder,-10.811403274536133,1
cross-encoder,-10.810552597045898,1
cross-encoder,-10.810035705566406,1
cross-encoder,-10.809869766235352,1
cross-encoder,-10.808908462524414,1
cross-encoder,-10.80777645111084,1
cross-encoder,-10.8076171875,1
cross-encoder,-10.806924819946289,1
cross-encoder,-10.80666732788086,1
cross-encoder,-10.806158065795898,1
cross-encoder,-10.80606746673584,1
cross-encoder,-10.805648803710938,1
cross-encoder,-10.805545806884766,1
cross-encoder,-10.803922653198242,1
cross-encoder,-10.803892135620117,1
cross-encoder,-10.802824020385742,1
cross-encoder,-10.802189826965332,1
cross-encoder,-10.801925659179688,1
cross-encoder,-10.801196098327637,1
cross-encoder,-10.800065040588379,1
cross-encoder,-10.799869537353516,1
cross-encoder,-10.799196243286133,1
cross-encoder,-10.797680854797363,1
cross-encoder,-10.797150611877441,1
cross-encoder,-10.797104835510254,1
cross-encoder,-10.796730995178223,1
cross-encoder,-10.79629898071289,1
cross-encoder,-10.795116424560547,1
cross-encoder,-10.79296875,1
cross-encoder,-10.792865753173828,1
cross-encoder,-10.792720794677734,1
cross-encoder,-10.791794776916504,1
cross-encoder,-10.791705131530762,1
cross-encoder,-10.791566848754883,1
cross-encoder,-10.790494918823242,1
cross-encoder,-10.790328025817871,1
cross-encoder,-10.790205955505371,1
cross-encoder,-10.789993286132812,1
cross-encoder,-10.789907455444336,1
cross-encoder,-10.78974723815918,1
cross-encoder,-10.789588928222656,1
cross-encoder,-10.788617134094238,1
cross-encoder,-10.787763595581055,1
cross-encoder,-10.786881446838379,1
cross-encoder,-10.786592483520508,1
cross-encoder,-10.78641414642334,1
cross-encoder,-10.786355972290039,1
cross-encoder,-10.786109924316406,1
cross-encoder,-10.78557300567627,1
cross-encoder,-10.784662246704102,1
cross-encoder,-10.784622192382812,1
cross-encoder,-10.78446102142334,1
cross-encoder,-10.784356117248535,1
cross-encoder,-10.783267974853516,1
cross-encoder,-10.783096313476562,1
cross-encoder,-10.782423973083496,1
cross-encoder,-10.782119750976562,1
cross-encoder,-10.781091690063477,1
cross-encoder,-10.779897689819336,1
cross-encoder,-10.779291152954102,1
cross-encoder,-10.778661727905273,1
cross-encoder,-10.778627395629883,1
cross-encoder,-10.778310775756836,1
cross-encoder,-10.777359008789062,1
cross-encoder,-10.775897979736328,1
cross-encoder,-10.775568962097168,1
cross-encoder,-10.775323867797852,1
cross-encoder,-10.774622917175293,1
cross-encoder,-10.774415969848633,1
cross-encoder,-10.774362564086914,1
cross-encoder,-10.774354934692383,1
cross-encoder,-10.773988723754883,1
cross-encoder,-10.773109436035156,1
cross-encoder,-10.772703170776367,1
cross-encoder,-10.772006034851074,1
cross-encoder,-10.771900177001953,1
cross-encoder,-10.771280288696289,1
cross-encoder,-10.771098136901855,1
cross-encoder,-10.770711898803711,1
cross-encoder,-10.7704439163208,1
cross-encoder,-10.769796371459961,1
cross-encoder,-10.769559860229492,1
cross-encoder,-10.76928997039795,1
cross-encoder,-10.769238471984863,1
cross-encoder,-10.767602920532227,1
cross-encoder,-10.767441749572754,1
cross-encoder,-10.76657485961914,1
cross-encoder,-10.766481399536133,2
cross-encoder,-10.766036987304688,1
cross-encoder,-10.765777587890625,1
cross-encoder,-10.764636993408203,1
cross-encoder,-10.764323234558105,1
cross-encoder,-10.763090133666992,1
cross-encoder,-10.762710571289062,1
cross-encoder,-10.761940002441406,1
cross-encoder,-10.761856079101562,1
cross-encoder,-10.761362075805664,1
cross-encoder,-10.759657859802246,1
cross-encoder,-10.75933837890625,1
cross-encoder,-10.759305953979492,1
cross-encoder,-10.759214401245117,1
cross-encoder,-10.758899688720703,1
cross-encoder,-10.758506774902344,1
cross-encoder,-10.758161544799805,1
cross-encoder,-10.757902145385742,1
cross-encoder,-10.757791519165039,1
cross-encoder,-10.757730484008789,1
cross-encoder,-10.755393981933594,1
cross-encoder,-10.755193710327148,1
cross-encoder,-10.754985809326172,1
cross-encoder,-10.754034042358398,1
cross-encoder,-10.753946304321289,1
cross-encoder,-10.753864288330078,1
cross-encoder,-10.753816604614258,1
cross-encoder,-10.752788543701172,1
cross-encoder,-10.752239227294922,1
cross-encoder,-10.751126289367676,1
cross-encoder,-10.750885009765625,1
cross-encoder,-10.750051498413086,1
cross-encoder,-10.749176025390625,1
cross-encoder,-10.748973846435547,1
cross-encoder,-10.748414039611816,1
cross-encoder,-10.747298240661621,1
cross-encoder,-10.747201919555664,1
cross-encoder,-10.74623966217041,1
cross-encoder,-10.745771408081055,1
cross-encoder,-10.745260238647461,1
cross-encoder,-10.744749069213867,1
cross-encoder,-10.744413375854492,1
cross-encoder,-10.743725776672363,1
cross-encoder,-10.743634223937988,1
cross-encoder,-10.743483543395996,1
cross-encoder,-10.743256568908691,1
cross-encoder,-10.74228286743164,1
cross-encoder,-10.741959571838379,1
cross-encoder,-10.741435050964355,1
cross-encoder,-10.741250038146973,1
cross-encoder,-10.740694046020508,1
cross-encoder,-10.740425109863281,1
cross-encoder,-10.74032211303711,1
cross-encoder,-10.739559173583984,1
cross-encoder,-10.739532470703125,1
cross-encoder,-10.739100456237793,1
cross-encoder,-10.738874435424805,1
cross-encoder,-10.738141059875488,1
cross-encoder,-10.737421989440918,1
cross-encoder,-10.737313270568848,1
cross-encoder,-10.737242698669434,1
cross-encoder,-10.736265182495117,1
cross-encoder,-10.735990524291992,2
cross-encoder,-10.735292434692383,1
cross-encoder,-10.734790802001953,1
cross-encoder,-10.734646797180176,1
cross-encoder,-10.734533309936523,1
cross-encoder,-10.732995986938477,1
cross-encoder,-10.732412338256836,1
cross-encoder,-10.73145866394043,1
cross-encoder,-10.731208801269531,1
cross-encoder,-10.731046676635742,1
cross-encoder,-10.72976303100586,1
cross-encoder,-10.728154182434082,1
cross-encoder,-10.728147506713867,1
cross-encoder,-10.727466583251953,1
cross-encoder,-10.726914405822754,1
